bin.0.fa	RL|S1|C8621
bin.0.fa	RL|S1|C11075
bin.0.fa	RL|S1|C12916
bin.0.fa	RL|S1|C16691
bin.10.fa	RL|S1|C645
bin.10.fa	RL|S1|C861
bin.10.fa	RL|S1|C1003
bin.10.fa	RL|S1|C1554
bin.10.fa	RL|S1|C1817
bin.10.fa	RL|S1|C2085
bin.10.fa	RL|S1|C2124
bin.10.fa	RL|S1|C2150
bin.10.fa	RL|S1|C2362
bin.10.fa	RL|S1|C2539
bin.10.fa	RL|S1|C2676
bin.10.fa	RL|S1|C2914
bin.10.fa	RL|S1|C3450
bin.10.fa	RL|S1|C3818
bin.10.fa	RL|S1|C3848
bin.10.fa	RL|S1|C3941
bin.10.fa	RL|S1|C4383
bin.10.fa	RL|S1|C4644
bin.10.fa	RL|S1|C4675
bin.10.fa	RL|S1|C4703
bin.10.fa	RL|S1|C5527
bin.10.fa	RL|S1|C5612
bin.10.fa	RL|S1|C6282
bin.10.fa	RL|S1|C6326
bin.10.fa	RL|S1|C6466
bin.10.fa	RL|S1|C7112
bin.10.fa	RL|S1|C7353
bin.10.fa	RL|S1|C7606
bin.10.fa	RL|S1|C7629
bin.10.fa	RL|S1|C7636
bin.10.fa	RL|S1|C7813
bin.10.fa	RL|S1|C7929
bin.10.fa	RL|S1|C8050
bin.10.fa	RL|S1|C8365
bin.10.fa	RL|S1|C9183
bin.10.fa	RL|S1|C9561
bin.10.fa	RL|S1|C9762
bin.10.fa	RL|S1|C9803
bin.10.fa	RL|S1|C10619
bin.10.fa	RL|S1|C11626
bin.10.fa	RL|S1|C11830
bin.10.fa	RL|S1|C11913
bin.10.fa	RL|S1|C12006
bin.10.fa	RL|S1|C12092
bin.10.fa	RL|S1|C12150
bin.10.fa	RL|S1|C12553
bin.10.fa	RL|S1|C12564
bin.10.fa	RL|S1|C12781
bin.10.fa	RL|S1|C13159
bin.10.fa	RL|S1|C13283
bin.10.fa	RL|S1|C13430
bin.10.fa	RL|S1|C13959
bin.10.fa	RL|S1|C13982
bin.10.fa	RL|S1|C14062
bin.10.fa	RL|S1|C14385
bin.10.fa	RL|S1|C15088
bin.10.fa	RL|S1|C15248
bin.10.fa	RL|S1|C15797
bin.10.fa	RL|S1|C15830
bin.10.fa	RL|S1|C16161
bin.10.fa	RL|S1|C16392
bin.10.fa	RL|S1|C16470
bin.10.fa	RL|S1|C16477
bin.10.fa	RL|S1|C16882
bin.10.fa	RL|S1|C17149
bin.10.fa	RL|S1|C17194
bin.10.fa	RL|S1|C17303
bin.10.fa	RL|S1|C17518
bin.10.fa	RL|S1|C18775
bin.10.fa	RL|S1|C19013
bin.10.fa	RL|S1|C19070
bin.11.fa	RL|S1|C1222
bin.11.fa	RL|S1|C1432
bin.11.fa	RL|S1|C2544
bin.11.fa	RL|S1|C3352
bin.11.fa	RL|S1|C3428
bin.11.fa	RL|S1|C3649
bin.11.fa	RL|S1|C4333
bin.11.fa	RL|S1|C5844
bin.11.fa	RL|S1|C5859
bin.11.fa	RL|S1|C6418
bin.11.fa	RL|S1|C6649
bin.11.fa	RL|S1|C7605
bin.11.fa	RL|S1|C7943
bin.11.fa	RL|S1|C8808
bin.11.fa	RL|S1|C9122
bin.11.fa	RL|S1|C9902
bin.11.fa	RL|S1|C10454
bin.11.fa	RL|S1|C11104
bin.11.fa	RL|S1|C11804
bin.11.fa	RL|S1|C13106
bin.11.fa	RL|S1|C14147
bin.11.fa	RL|S1|C14198
bin.11.fa	RL|S1|C14481
bin.11.fa	RL|S1|C14852
bin.11.fa	RL|S1|C15674
bin.11.fa	RL|S1|C18343
bin.11.fa	RL|S1|C18930
bin.11.fa	RL|S1|C19208
bin.11.fa	RL|S1|C19362
bin.12.fa	RL|S1|C113
bin.12.fa	RL|S1|C277
bin.12.fa	RL|S1|C358
bin.12.fa	RL|S1|C381
bin.12.fa	RL|S1|C395
bin.12.fa	RL|S1|C458
bin.12.fa	RL|S1|C754
bin.12.fa	RL|S1|C758
bin.12.fa	RL|S1|C1355
bin.12.fa	RL|S1|C1431
bin.12.fa	RL|S1|C1486
bin.12.fa	RL|S1|C1523
bin.12.fa	RL|S1|C1605
bin.12.fa	RL|S1|C1705
bin.12.fa	RL|S1|C2276
